state_name,district_name,reg_year_date,fil_year,court_name,est_code,updated_type_name,updated_disp_name,disp_nature,total_cases,cases_pending_trial_yearly
Assam,Karbi Anglong,2016,2016,District and Sessions Judge,ASKA01,POCSO Act,Convicted,67,2,2
Assam,Karbi Anglong,2016,2016,District and Sessions Judge,ASKA01,POCSO Act,NA,0,4,4
Assam,Karbi Anglong,2016,2016,District and Sessions Judge,ASKA01,Sessions Case (SC),Convicted,11,1,1
Assam,Karbi Anglong,2016,2018,District and Sessions Judge,ASKA01,Sessions Case (SC),NA,0,1,1
Assam,Karbi Anglong,2017,2016,District and Sessions Judge,ASKA01,POCSO Act,Convicted - Probation,68,1,1
Assam,Karbi Anglong,2017,2017,District and Sessions Judge,ASKA01,POCSO Act,Acquitted,10,5,5
Assam,Karbi Anglong,2017,2017,District and Sessions Judge,ASKA01,POCSO Act,Case is filed,21,1,1
Assam,Karbi Anglong,2017,2017,District and Sessions Judge,ASKA01,POCSO Act,Convicted,11,5,4
Assam,Karbi Anglong,2017,2017,District and Sessions Judge,ASKA01,POCSO Act,Convicted,67,1,1
Assam,Karbi Anglong,2017,2017,District and Sessions Judge,ASKA01,POCSO Act,Transferred,1,1,1
Assam,Karbi Anglong,2017,2017,District and Sessions Judge,ASKA01,POCSO Act,NA,0,5,5
Assam,Karbi Anglong,2017,2019,District and Sessions Judge,ASKA01,POCSO Act,Case is filed,21,1,1
Assam,Karbi Anglong,2018,2017,District and Sessions Judge,ASKA01,POCSO Act,Convicted,11,1,0
Assam,Karbi Anglong,2018,2017,District and Sessions Judge,ASKA01,POCSO Act,NA,0,2,2
Assam,Karbi Anglong,2018,2018,District and Sessions Judge,ASKA01,POCSO Act,Acquitted,10,5,2
Assam,Karbi Anglong,2018,2018,District and Sessions Judge,ASKA01,POCSO Act,Convicted,11,7,1
Assam,Karbi Anglong,2018,2018,District and Sessions Judge,ASKA01,POCSO Act,Convicted,67,3,1
Assam,Karbi Anglong,2018,2018,District and Sessions Judge,ASKA01,POCSO Act,Discharged,14,1,0
Assam,Karbi Anglong,2018,2018,District and Sessions Judge,ASKA01,POCSO Act,Disposed,30,1,1
Assam,Karbi Anglong,2018,2018,District and Sessions Judge,ASKA01,POCSO Act,Transferred,1,2,0
Assam,Karbi Anglong,2018,2018,District and Sessions Judge,ASKA01,POCSO Act,NA,0,15,15
Assam,Karbi Anglong,2019,2016,District and Sessions Judge,ASKA01,POCSO Act,NA,0,1,0
Assam,Karbi Anglong,2019,2019,District and Sessions Judge,ASKA01,POCSO Act,Acquitted,10,1,0
Assam,Karbi Anglong,2019,2019,District and Sessions Judge,ASKA01,POCSO Act,Case is filed,21,1,0
Assam,Karbi Anglong,2019,2019,District and Sessions Judge,ASKA01,POCSO Act,Dismissed,3,1,0
Assam,Karbi Anglong,2019,2019,District and Sessions Judge,ASKA01,POCSO Act,Stayed,32,1,0
Assam,Karbi Anglong,2019,2019,District and Sessions Judge,ASKA01,POCSO Act,Transferred,1,3,0
Assam,Karbi Anglong,2019,2019,District and Sessions Judge,ASKA01,POCSO Act,NA,0,52,7
Assam,Karbi Anglong,2019,2019,District and Sessions Judge,ASKA01,Special Case,NA,0,1,0
Assam,Karbi Anglong,2020,2020,District and Sessions Judge,ASKA01,POCSO Act,NA,0,18,0
Assam,Karimganj,2014,2014,District and Sessions Judge Court Karimganj,ASKJ01,Sessions Special POCSO,Acquitted,10,1,0
Assam,Karimganj,2014,2014,District and Sessions Judge Court Karimganj,ASKJ01,Sessions Special POCSO,Remand back,22,1,0
Assam,Karimganj,2014,2014,District and Sessions Judge Court Karimganj,ASKJ01,Sessions Special POCSO,NA,0,1,1
Assam,Karimganj,2015,2015,District and Sessions Judge Court Karimganj,ASKJ01,Sessions Special POCSO,Acquitted,10,4,4
Assam,Karimganj,2015,2015,District and Sessions Judge Court Karimganj,ASKJ01,Sessions Special POCSO,Convicted,47,1,1
Assam,Karimganj,2015,2015,District and Sessions Judge Court Karimganj,ASKJ01,Sessions Special POCSO,Disposed,30,1,1
Assam,Karimganj,2015,2015,District and Sessions Judge Court Karimganj,ASKJ01,Sessions Special POCSO,NA,0,3,3
Assam,Karimganj,2016,2016,District and Sessions Judge Court Karimganj,ASKJ01,Sessions Case (SC),Transferred,1,1,0
Assam,Karimganj,2016,2016,District and Sessions Judge Court Karimganj,ASKJ01,Sessions Special POCSO,Acquitted,10,14,13
Assam,Karimganj,2016,2016,District and Sessions Judge Court Karimganj,ASKJ01,Sessions Special POCSO,Convicted,11,1,1
Assam,Karimganj,2016,2016,District and Sessions Judge Court Karimganj,ASKJ01,Sessions Special POCSO,Discharged,14,5,1
Assam,Karimganj,2016,2016,District and Sessions Judge Court Karimganj,ASKJ01,Sessions Special POCSO,NA,0,9,9
Assam,Karimganj,2017,2017,District and Sessions Judge Court Karimganj,ASKJ01,Sessions Special POCSO,Acquitted,10,3,2
Assam,Karimganj,2017,2017,District and Sessions Judge Court Karimganj,ASKJ01,Sessions Special POCSO,NA,0,2,2
Assam,Karimganj,2018,2018,District and Sessions Judge Court Karimganj,ASKJ01,Sessions Special POCSO,Acquitted,10,1,1
Assam,Karimganj,2018,2018,District and Sessions Judge Court Karimganj,ASKJ01,Sessions Special POCSO,Discharged,14,1,0
Assam,Karimganj,2018,2018,District and Sessions Judge Court Karimganj,ASKJ01,Sessions Special POCSO,NA,0,11,11
Assam,Karimganj,2019,2019,District and Sessions Judge Court Karimganj,ASKJ01,Sessions Special POCSO,NA,0,15,6
Assam,Karimganj,2020,2020,District and Sessions Judge Court Karimganj,ASKJ01,Sessions Special POCSO,NA,0,7,0
Assam,Kokrajhar,2014,0   ,District and Sessions Judge,ASKK01,Sessions Case (SC),Acquitted,10,1,0
Assam,Kokrajhar,2014,0   ,District and Sessions Judge,ASKK01,Sessions Special,Abated,13,1,0
Assam,Kokrajhar,2014,0   ,District and Sessions Judge,ASKK01,Sessions Special,Judgement delivered,35,1,0
Assam,Kokrajhar,2015,0   ,Civil Judge Cum Asstt. Sessions Judge,ASKK02,Sessions Special,Transferred,1,1,0
Assam,Kokrajhar,2015,0   ,District and Sessions Judge,ASKK01,Sessions Special,Acquitted,10,2,0
Assam,Kokrajhar,2016,2016,District and Sessions Judge,ASKK01,Special Case,Acquitted,10,5,4
Assam,Kokrajhar,2016,2016,District and Sessions Judge,ASKK01,Special Case,Convicted,11,1,1
Assam,Kokrajhar,2016,2016,District and Sessions Judge,ASKK01,Special Case,NA,0,3,3
Assam,Kokrajhar,2017,2017,District and Sessions Judge,ASKK01,Special (POCSO) Case,Acquitted - Judgement delivered,41,1,1
Assam,Kokrajhar,2017,2017,District and Sessions Judge,ASKK01,Special (POCSO) Case,Convicted,11,2,2
Assam,Kokrajhar,2017,2017,District and Sessions Judge,ASKK01,Special (POCSO) Case,NA,0,2,2
Assam,Kokrajhar,2017,2017,District and Sessions Judge,ASKK01,Special Case,Acquitted,10,8,7
Assam,Kokrajhar,2017,2017,District and Sessions Judge,ASKK01,Special Case,Acquitted - Judgement delivered,41,2,2
Assam,Kokrajhar,2017,2017,District and Sessions Judge,ASKK01,Special Case,Convicted,11,3,3
Assam,Kokrajhar,2017,2017,District and Sessions Judge,ASKK01,Special Case,Transferred,1,1,1
Assam,Kokrajhar,2017,2017,District and Sessions Judge,ASKK01,Special Case,NA,0,9,9
Assam,Kokrajhar,2018,2018,District and Sessions Judge,ASKK01,Special (POCSO) Case,Acquitted,10,9,5
Assam,Kokrajhar,2018,2018,District and Sessions Judge,ASKK01,Special (POCSO) Case,Acquitted - Judgement delivered,41,9,1
Assam,Kokrajhar,2018,2018,District and Sessions Judge,ASKK01,Special (POCSO) Case,Convicted,11,5,2
Assam,Kokrajhar,2018,2018,District and Sessions Judge,ASKK01,Special (POCSO) Case,NA,0,35,35
Assam,Kokrajhar,2018,2018,District and Sessions Judge,ASKK01,Special Case,Acquitted,10,2,1
Assam,Kokrajhar,2018,2018,District and Sessions Judge,ASKK01,Special Case,NA,0,1,1
Assam,Kokrajhar,2019,2019,District and Sessions Judge,ASKK01,Special (POCSO) Case,Acquitted,10,2,0
Assam,Kokrajhar,2019,2019,District and Sessions Judge,ASKK01,Special (POCSO) Case,Acquitted - Judgement delivered,41,7,0
Assam,Kokrajhar,2019,2019,District and Sessions Judge,ASKK01,Special (POCSO) Case,Convicted,11,4,1
Assam,Kokrajhar,2019,2019,District and Sessions Judge,ASKK01,Special (POCSO) Case,Transferred,1,2,0
Assam,Kokrajhar,2019,2019,District and Sessions Judge,ASKK01,Special (POCSO) Case,NA,0,41,11
Assam,Kokrajhar,2020,2020,District and Sessions Judge,ASKK01,Special (POCSO) Case,NA,0,9,0
Assam,Lakhimpur,2013,2013,Civil Judge and Asstt Sessions Judge,ASLK02,Sessions Case (SC),Acquitted,10,1,0
Assam,Lakhimpur,2014,0   ,District and Sessions Judge,ASLK01,Sessions Case (SC),Convicted,11,1,1
Assam,Lakhimpur,2014,2014,District and Sessions Judge,ASLK01,Sessions Case (SC),Convicted,11,1,1
Assam,Lakhimpur,2015,2015,District and Sessions Judge,ASLK01,Sessions Special,Acquitted,10,2,2
Assam,Lakhimpur,2015,2015,District and Sessions Judge,ASLK01,Sessions Special,Disposed,30,1,1
Assam,Lakhimpur,2015,2015,District and Sessions Judge,ASLK01,Sessions Special,NA,0,1,1
Assam,Lakhimpur,2016,2016,District and Sessions Judge,ASLK01,Sessions Special,Acquitted,10,9,9
Assam,Lakhimpur,2016,2016,District and Sessions Judge,ASLK01,Sessions Special,Convicted,11,5,4
Assam,Lakhimpur,2016,2016,District and Sessions Judge,ASLK01,Sessions Special,Disposed,30,1,0
Assam,Lakhimpur,2016,2016,District and Sessions Judge,ASLK01,Sessions Special,NA,0,14,14
Assam,Lakhimpur,2016,2016,District and Sessions Judge,ASLK01,Special Case,NA,0,1,1
Assam,Lakhimpur,2017,2017,District and Sessions Judge,ASLK01,Sessions Special,Acquitted,10,8,8
Assam,Lakhimpur,2017,2017,District and Sessions Judge,ASLK01,Sessions Special,Case is filed,21,1,1
Assam,Lakhimpur,2017,2017,District and Sessions Judge,ASLK01,Sessions Special,Stayed,45,1,1
Assam,Lakhimpur,2017,2017,District and Sessions Judge,ASLK01,Sessions Special,NA,0,7,7
Assam,Lakhimpur,2018,2018,District and Sessions Judge,ASLK01,Sessions Special,Acquitted,10,5,1
Assam,Lakhimpur,2018,2018,District and Sessions Judge,ASLK01,Sessions Special,Case is filed,21,1,1
Assam,Lakhimpur,2018,2018,District and Sessions Judge,ASLK01,Sessions Special,Disposed otherwise,2,2,0
Assam,Lakhimpur,2018,2018,District and Sessions Judge,ASLK01,Sessions Special,NA,0,6,6
Assam,Lakhimpur,2019,2017,District and Sessions Judge,ASLK01,Sessions Special,NA,0,1,0
Assam,Lakhimpur,2019,2019,District and Sessions Judge,ASLK01,Sessions Special,Acquitted,10,6,0
Assam,Lakhimpur,2019,2019,District and Sessions Judge,ASLK01,Sessions Special,Allowed,16,1,0
Assam,Lakhimpur,2019,2019,District and Sessions Judge,ASLK01,Sessions Special,Disposed otherwise,2,22,0
Assam,Lakhimpur,2019,2019,District and Sessions Judge,ASLK01,Sessions Special,NA,0,20,1
Assam,Lakhimpur,2020,2020,District and Sessions Judge,ASLK01,Sessions Special,Disposed otherwise,2,7,0
Assam,Lakhimpur,2020,2020,District and Sessions Judge,ASLK01,Sessions Special,NA,0,5,0
Assam,Lakhimpur,2020,2020,District and Sessions Judge,ASLK01,Special Case,NA,0,1,0
Assam,Morigaon,2014,2014,"District and Sessions Judge,Morigaon",ASMR01,Sessions Special,Acquitted,10,4,3
Assam,Morigaon,2014,2014,"District and Sessions Judge,Morigaon",ASMR01,Sessions Special,Convicted,11,3,3
Assam,Morigaon,2014,2014,"District and Sessions Judge,Morigaon",ASMR01,Sessions Special,Dismissed,34,1,1
Assam,Morigaon,2014,2014,"District and Sessions Judge,Morigaon",ASMR01,Sessions Special,Disposed uncontest,36,2,0
Assam,Morigaon,2015,2015,"District and Sessions Judge,Morigaon",ASMR01,Sessions Special,Acquitted,10,11,6
Assam,Morigaon,2015,2015,"District and Sessions Judge,Morigaon",ASMR01,Sessions Special,Case is filed,21,1,0
Assam,Morigaon,2015,2015,"District and Sessions Judge,Morigaon",ASMR01,Sessions Special,Convicted,11,2,2
Assam,Morigaon,2015,2015,"District and Sessions Judge,Morigaon",ASMR01,Sessions Special,Dismissed,34,1,0
Assam,Morigaon,2015,2015,"District and Sessions Judge,Morigaon",ASMR01,Sessions Special,Disposed uncontest,36,1,0
Assam,Morigaon,2015,2015,"District and Sessions Judge,Morigaon",ASMR01,Sessions Special,NA,0,2,2
Assam,Morigaon,2016,2016,"District and Sessions Judge,Morigaon",ASMR01,POCSO Act,NA,0,1,1
Assam,Morigaon,2016,2016,"District and Sessions Judge,Morigaon",ASMR01,Sessions Special,Acquitted,10,14,7
Assam,Morigaon,2016,2016,"District and Sessions Judge,Morigaon",ASMR01,Sessions Special,Case is filed,21,1,0
Assam,Morigaon,2016,2016,"District and Sessions Judge,Morigaon",ASMR01,Sessions Special,Convicted,11,2,2
Assam,Morigaon,2016,2016,"District and Sessions Judge,Morigaon",ASMR01,Sessions Special,Transferred,1,1,1
Assam,Morigaon,2016,2016,"District and Sessions Judge,Morigaon",ASMR01,Sessions Special,NA,0,10,10
Assam,Morigaon,2017,2017,"District and Sessions Judge,Morigaon",ASMR01,POCSO Act,Abated,13,1,1
Assam,Morigaon,2017,2017,"District and Sessions Judge,Morigaon",ASMR01,POCSO Act,Acquitted,10,16,7
Assam,Morigaon,2017,2017,"District and Sessions Judge,Morigaon",ASMR01,POCSO Act,Case is filed,21,1,1
Assam,Morigaon,2017,2017,"District and Sessions Judge,Morigaon",ASMR01,POCSO Act,Disposed uncontest,36,7,0
Assam,Morigaon,2017,2017,"District and Sessions Judge,Morigaon",ASMR01,POCSO Act,Transferred,1,1,0
Assam,Morigaon,2017,2017,"District and Sessions Judge,Morigaon",ASMR01,POCSO Act,Transferred - JJB,50,1,1
Assam,Morigaon,2017,2017,"District and Sessions Judge,Morigaon",ASMR01,POCSO Act,NA,0,22,22
Assam,Morigaon,2017,2017,"District and Sessions Judge,Morigaon",ASMR01,Sessions Case (SC),NA,0,1,1
Assam,Morigaon,2018,2018,"District and Sessions Judge,Morigaon",ASMR01,POCSO Act,Acquitted,10,12,9
Assam,Morigaon,2018,2018,"District and Sessions Judge,Morigaon",ASMR01,POCSO Act,Convicted,11,1,0
Assam,Morigaon,2018,2018,"District and Sessions Judge,Morigaon",ASMR01,POCSO Act,Discharged,14,4,1
Assam,Morigaon,2018,2018,"District and Sessions Judge,Morigaon",ASMR01,POCSO Act,Transferred,1,2,2
Assam,Morigaon,2018,2018,"District and Sessions Judge,Morigaon",ASMR01,POCSO Act,NA,0,53,53
Assam,Morigaon,2018,2018,"District and Sessions Judge,Morigaon",ASMR01,Sessions Case (SC),Acquitted,10,1,0
Assam,Morigaon,2018,2018,"District and Sessions Judge,Morigaon",ASMR01,Sessions Case (SC),NA,0,2,2
Assam,Morigaon,2019,2019,"District and Sessions Judge,Morigaon",ASMR01,POCSO Act,Acquitted,10,8,0
Assam,Morigaon,2019,2019,"District and Sessions Judge,Morigaon",ASMR01,POCSO Act,Transferred,1,7,0
Assam,Morigaon,2019,2019,"District and Sessions Judge,Morigaon",ASMR01,POCSO Act,Transferred - JJB,50,2,0
Assam,Morigaon,2019,2019,"District and Sessions Judge,Morigaon",ASMR01,POCSO Act,NA,0,111,18
Assam,Morigaon,2019,2019,"District and Sessions Judge,Morigaon",ASMR01,Sessions Case (SC),NA,0,1,0
Assam,Morigaon,2020,2020,"District and Sessions Judge,Morigaon",ASMR01,POCSO Act,Acquitted,10,3,0
Assam,Morigaon,2020,2020,"District and Sessions Judge,Morigaon",ASMR01,POCSO Act,NA,0,22,0
Assam,Nagaon,2013,0   ,District and Sessions Judge,ASNG01,POCSO Act,Acquitted,10,1,1
Assam,Nagaon,2014,2014,District and Sessions Judge,ASNG01,POCSO Act,Acquitted,10,5,4
Assam,Nagaon,2014,2014,District and Sessions Judge,ASNG01,POCSO Act,Case is filed,21,1,1
Assam,Nagaon,2014,2014,District and Sessions Judge,ASNG01,POCSO Act,Converted,33,1,0
Assam,Nagaon,2014,2014,District and Sessions Judge,ASNG01,POCSO Act,Convicted,11,1,1
Assam,Nagaon,2014,2014,District and Sessions Judge,ASNG01,POCSO Act,Disposed,30,1,0
Assam,Nagaon,2014,2014,District and Sessions Judge,ASNG01,POCSO Act,Disposed otherwise,2,3,0
Assam,Nagaon,2014,2014,District and Sessions Judge,ASNG01,POCSO Act,Transferred,36,9,2
Assam,Nagaon,2014,2014,District and Sessions Judge,ASNG01,POCSO Act,NA,0,7,7
Assam,Nagaon,2014,2014,District and Sessions Judge,ASNG01,Sessions Case (SC),Acquitted,10,1,0
Assam,Nagaon,2016,2016,District and Sessions Judge,ASNG01,POCSO Act,Abated,13,1,1
Assam,Nagaon,2016,2016,District and Sessions Judge,ASNG01,POCSO Act,Acquitted,10,1,1
Assam,Nagaon,2016,2016,District and Sessions Judge,ASNG01,POCSO Act,Convicted,11,2,2
Assam,Nagaon,2016,2016,District and Sessions Judge,ASNG01,POCSO Act,Disposed otherwise,2,1,1
Assam,Nagaon,2016,2016,District and Sessions Judge,ASNG01,POCSO Act,Transferred,36,1,0
Assam,Nagaon,2016,2016,District and Sessions Judge,ASNG01,POCSO Act,NA,0,16,16
Assam,Nagaon,2017,2017,District and Sessions Judge,ASNG01,POCSO Act,Abated,13,1,1
Assam,Nagaon,2017,2017,District and Sessions Judge,ASNG01,POCSO Act,Acquitted,10,5,5
Assam,Nagaon,2017,2017,District and Sessions Judge,ASNG01,POCSO Act,Case is filed,21,2,2
Assam,Nagaon,2017,2017,District and Sessions Judge,ASNG01,POCSO Act,Transferred,36,30,1
Assam,Nagaon,2017,2017,District and Sessions Judge,ASNG01,POCSO Act,NA,0,65,65
Assam,Nagaon,2018,2018,Addl. District and Sessions Judge FTC,ASNG07,Special (POCSO) Case,Acquitted,10,5,0
Assam,Nagaon,2018,2018,Addl. District and Sessions Judge FTC,ASNG07,Special (POCSO) Case,NA,0,13,13
Assam,Nagaon,2018,2018,District and Sessions Judge,ASNG01,POCSO Act,Abated,13,2,1
Assam,Nagaon,2018,2018,District and Sessions Judge,ASNG01,POCSO Act,Acquitted,10,13,7
Assam,Nagaon,2018,2018,District and Sessions Judge,ASNG01,POCSO Act,Case is filed,21,3,2
Assam,Nagaon,2018,2018,District and Sessions Judge,ASNG01,POCSO Act,Convicted,11,8,5
Assam,Nagaon,2018,2018,District and Sessions Judge,ASNG01,POCSO Act,Discharged,14,1,1
Assam,Nagaon,2018,2018,District and Sessions Judge,ASNG01,POCSO Act,Disposed otherwise,2,1,0
Assam,Nagaon,2018,2018,District and Sessions Judge,ASNG01,POCSO Act,Transferred,36,5,0
Assam,Nagaon,2018,2018,District and Sessions Judge,ASNG01,POCSO Act,NA,0,74,74
Assam,Nagaon,2019,2019,Addl. District and Sessions Judge FTC,ASNG07,Special (POCSO) Case,NA,0,1,0
Assam,Nagaon,2019,2019,District and Sessions Judge,ASNG01,POCSO Act,Acquitted,10,2,0
Assam,Nagaon,2019,2019,District and Sessions Judge,ASNG01,POCSO Act,Discharged,14,1,0
Assam,Nagaon,2019,2019,District and Sessions Judge,ASNG01,POCSO Act,Transferred,36,1,0
Assam,Nagaon,2019,2019,District and Sessions Judge,ASNG01,POCSO Act,NA,0,68,14
Assam,Nagaon,2020,2020,District and Sessions Judge,ASNG01,POCSO Act,NA,0,15,0
Assam,Nalbari,2013,0   ,District and Sessions Judge,ASNL01,Sessions Special,Acquitted,10,1,1
Assam,Nalbari,2014,0   ,District and Sessions Judge,ASNL01,Sessions Special,Acquitted,10,1,0
Assam,Nalbari,2014,2014,District and Sessions Judge,ASNL01,Sessions Special,Acquitted,10,1,1
Assam,Nalbari,2014,2014,District and Sessions Judge,ASNL01,Sessions Special,NA,0,1,1
Assam,Nalbari,2015,0   ,District and Sessions Judge,ASNL01,Sessions Special,Acquitted,10,1,1
Assam,Nalbari,2015,2015,District and Sessions Judge,ASNL01,Sessions Special,Acquitted,10,4,4
Assam,Nalbari,2015,2015,District and Sessions Judge,ASNL01,Sessions Special,NA,0,6,6
Assam,Nalbari,2016,2016,District and Sessions Judge,ASNL01,Sessions Special,Acquitted,10,4,3
Assam,Nalbari,2016,2016,District and Sessions Judge,ASNL01,Sessions Special,Case is filed,21,1,1
Assam,Nalbari,2016,2016,District and Sessions Judge,ASNL01,Sessions Special,Convicted,11,2,1
Assam,Nalbari,2016,2016,District and Sessions Judge,ASNL01,Sessions Special,Transferred,43,7,7
Assam,Nalbari,2016,2016,District and Sessions Judge,ASNL01,Sessions Special,NA,0,1,1
Assam,Nalbari,2017,2017,District and Sessions Judge,ASNL01,Sessions Special,Acquitted,10,11,10
Assam,Nalbari,2017,2017,District and Sessions Judge,ASNL01,Sessions Special,Convicted,11,2,2
Assam,Nalbari,2017,2017,District and Sessions Judge,ASNL01,Sessions Special,Disposed,30,1,1
Assam,Nalbari,2017,2017,District and Sessions Judge,ASNL01,Sessions Special,Transferred,43,18,1
Assam,Nalbari,2017,2017,District and Sessions Judge,ASNL01,Sessions Special,NA,0,9,9
Assam,Nalbari,2018,2018,District and Sessions Judge,ASNL01,Sessions Special,Acquitted,10,13,7
Assam,Nalbari,2018,2018,District and Sessions Judge,ASNL01,Sessions Special,NA,0,33,33
Assam,Nalbari,2019,2019,District and Sessions Judge,ASNL01,Sessions Special,Acquitted,10,4,0
Assam,Nalbari,2019,2019,District and Sessions Judge,ASNL01,Sessions Special,Convicted,11,2,0
Assam,Nalbari,2019,2019,District and Sessions Judge,ASNL01,Sessions Special,Disposed,30,1,0
Assam,Nalbari,2019,2019,District and Sessions Judge,ASNL01,Sessions Special,Remand back,22,1,0
Assam,Nalbari,2019,2019,District and Sessions Judge,ASNL01,Sessions Special,NA,0,50,13
Assam,Nalbari,2020,2020,District and Sessions Judge,ASNL01,Sessions Special,Transferred,38,1,0
Assam,Nalbari,2020,2020,District and Sessions Judge,ASNL01,Sessions Special,NA,0,8,0
Assam,Sivasagar,2014,2014,Addl Dist and Sessions Judge,ASSV09,Special (POCSO) Case,Acquitted,10,1,1
Assam,Sivasagar,2014,2014,Addl Dist and Sessions Judge,ASSV09,Special (POCSO) Case,Convicted,11,1,1
Assam,Sivasagar,2014,2014,District and Sessions Judge Establishment,ASSV01,Special (POCSO) Case,Acquitted,10,23,17
Assam,Sivasagar,2014,2014,District and Sessions Judge Establishment,ASSV01,Special (POCSO) Case,Case is filed,21,1,1
Assam,Sivasagar,2014,2014,District and Sessions Judge Establishment,ASSV01,Special (POCSO) Case,Convicted,11,1,1
Assam,Sivasagar,2014,2014,District and Sessions Judge Establishment,ASSV01,Special (POCSO) Case,Transferred,1,3,2
Assam,Sivasagar,2014,2014,District and Sessions Judge Establishment,ASSV01,Special (POCSO) Case,NA,0,1,1
Assam,Sivasagar,2015,2015,Addl Dist and Sessions Judge,ASSV09,Special (POCSO) Case,Acquitted,10,1,1
Assam,Sivasagar,2015,2015,Addl Dist and Sessions Judge,ASSV09,Special (POCSO) Case,NA,0,4,4
Assam,Sivasagar,2015,2015,District and Sessions Judge Establishment,ASSV01,Special (POCSO) Case,Acquitted,10,18,16
Assam,Sivasagar,2015,2015,District and Sessions Judge Establishment,ASSV01,Special (POCSO) Case,Case is filed,21,1,1
Assam,Sivasagar,2015,2015,District and Sessions Judge Establishment,ASSV01,Special (POCSO) Case,Convicted,11,2,2
Assam,Sivasagar,2015,2015,District and Sessions Judge Establishment,ASSV01,Special (POCSO) Case,Disposed,30,2,1
Assam,Sivasagar,2015,2015,District and Sessions Judge Establishment,ASSV01,Special (POCSO) Case,Disposed otherwise,2,1,0
Assam,Sivasagar,2015,2015,District and Sessions Judge Establishment,ASSV01,Special (POCSO) Case,Stayed,49,1,0
Assam,Sivasagar,2015,2015,District and Sessions Judge Establishment,ASSV01,Special (POCSO) Case,Transferred,1,7,6
Assam,Sivasagar,2015,2015,District and Sessions Judge Establishment,ASSV01,Special (POCSO) Case,NA,0,8,8
Assam,Sivasagar,2016,2016,Addl Dist and Sessions Judge,ASSV09,Special (POCSO) Case,Acquitted,10,5,5
Assam,Sivasagar,2016,2016,Addl Dist and Sessions Judge,ASSV09,Special (POCSO) Case,Convicted,11,1,1
Assam,Sivasagar,2016,2016,Addl Dist and Sessions Judge,ASSV09,Special (POCSO) Case,NA,0,8,8
Assam,Sivasagar,2016,2016,District and Sessions Judge Establishment,ASSV01,Special (POCSO) Case,Abated,13,1,0
Assam,Sivasagar,2016,2016,District and Sessions Judge Establishment,ASSV01,Special (POCSO) Case,Acquitted,10,21,18
Assam,Sivasagar,2016,2016,District and Sessions Judge Establishment,ASSV01,Special (POCSO) Case,Case is filed,21,1,1
Assam,Sivasagar,2016,2016,District and Sessions Judge Establishment,ASSV01,Special (POCSO) Case,Convicted,11,7,6
Assam,Sivasagar,2016,2016,District and Sessions Judge Establishment,ASSV01,Special (POCSO) Case,Disposed,30,4,1
Assam,Sivasagar,2016,2016,District and Sessions Judge Establishment,ASSV01,Special (POCSO) Case,Stayed,49,1,0
Assam,Sivasagar,2016,2016,District and Sessions Judge Establishment,ASSV01,Special (POCSO) Case,Transferred,1,13,13
Assam,Sivasagar,2016,2016,District and Sessions Judge Establishment,ASSV01,Special (POCSO) Case,Transferred,52,3,1
Assam,Sivasagar,2016,2016,District and Sessions Judge Establishment,ASSV01,Special (POCSO) Case,NA,0,6,6
Assam,Sivasagar,2016,2017,Addl Dist and Sessions Judge,ASSV09,Special (POCSO) Case,Acquitted,10,1,1
Assam,Sivasagar,2017,2016,Addl Dist and Sessions Judge,ASSV09,Special (POCSO) Case,NA,0,1,1
Assam,Sivasagar,2017,2017,Addl Dist and Sessions Judge,ASSV09,Special (POCSO) Case,Acquitted,10,7,6
Assam,Sivasagar,2017,2017,Addl Dist and Sessions Judge,ASSV09,Special (POCSO) Case,Convicted,11,2,2
Assam,Sivasagar,2017,2017,Addl Dist and Sessions Judge,ASSV09,Special (POCSO) Case,NA,0,9,9
Assam,Sivasagar,2017,2017,Addl Dist and Sessions Judge,ASSV09,Special Juvenile Case,NA,0,1,1
Assam,Sivasagar,2017,2017,District and Sessions Judge Establishment,ASSV01,Special (POCSO) Case,Acquitted,10,25,11
Assam,Sivasagar,2017,2017,District and Sessions Judge Establishment,ASSV01,Special (POCSO) Case,Case is filed,21,4,2
Assam,Sivasagar,2017,2017,District and Sessions Judge Establishment,ASSV01,Special (POCSO) Case,Convicted,11,5,3
Assam,Sivasagar,2017,2017,District and Sessions Judge Establishment,ASSV01,Special (POCSO) Case,Disposed,30,3,0
Assam,Sivasagar,2017,2017,District and Sessions Judge Establishment,ASSV01,Special (POCSO) Case,Disposed,47,1,0
Assam,Sivasagar,2017,2017,District and Sessions Judge Establishment,ASSV01,Special (POCSO) Case,Transferred,1,21,5
Assam,Sivasagar,2017,2017,District and Sessions Judge Establishment,ASSV01,Special (POCSO) Case,Transferred,52,2,0
Assam,Sivasagar,2017,2017,District and Sessions Judge Establishment,ASSV01,Special (POCSO) Case,NA,0,9,9
Assam,Sivasagar,2017,2017,District and Sessions Judge Establishment,ASSV01,Special Juvenile Case,Acquitted,10,1,1
Assam,Sivasagar,2017,2017,District and Sessions Judge Establishment,ASSV01,Special Juvenile Case,Transferred,1,1,1
Assam,Sivasagar,2018,2017,Addl Dist and Sessions Judge,ASSV09,Special (POCSO) Case,Acquitted,10,1,1
Assam,Sivasagar,2018,2018,Addl Dist and Sessions Judge,ASSV09,Special (POCSO) Case,Acquitted,10,2,0
